takeoff_name,telegram_group_name,telegram_group_link,site_guide,geometry
Fan Frynych,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.510595, 51.89755)"
Fan Gyhirych,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.62795, 51.85895)"
Farleton,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=FKT,"c(-2.70955, 54.21823)"
Fast Heugh,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,http://www.wingbeat-paragliding.co.uk/index.php/sites/fastheugh,"c(-2.95538, 55.54987)"
Feshiebridge,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-3.84713, 57.09047)"
Ffarmers,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.97267, 52.1126)"
Fforest Fields,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,https://paraglidingwales.co.uk/fforest-farm/,"c(-3.33028, 52.16525)"
Firle,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://shgc.org.uk/siteguidepdf,"c(0.081015, 50.83497)"
Fochriw,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.306415, 51.73535)"
Foel Fadian,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,https://paraglidingwales.co.uk/general-information/foel/,"c(-3.730015, 52.543825)"
Foreman Hill,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-2.716795, 57.500895)"
Freathy,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-4.24835, 50.344935)"
Fremington,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/fremington-edge,"c(-1.92925, 54.39755)"
Friar Waddon,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-2.50895, 50.66747)"
Frocester,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.avonhgpg.co.uk/sites/sites.php,"c(-2.29993, 51.70922)"
Fuar Mhonadh,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.21438, 56.85597)"
Gallt Yr Ogof,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.95147, 53.10545)"
Gam Rhiw,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-3.52982, 52.24465)"
Gargunnock Hills,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.16061, 56.09398)"
Garret,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-4.09969, 53.130375)"
Garway,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-2.822335, 51.920355)"
Glen Clova,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.02755, 56.823025)"
Glen Ogle,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.32393, 56.42518)"
Glencoe,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.84147, 56.62842)"
Glenfinna,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-5.450175, 56.88111)"
Glyder,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,https://www.snowdoniaskysports.co.uk/cms/node/11,"c(-3.997325, 53.092355)"
Golden Ball,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,https://www.tvhgc.co.uk/golden-ball,"c(-1.82039, 51.37275)"
Gorllwyn,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-4.13307, 52.95441)"
Graig Fawr,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.99029, 51.75305)"
Great Coum,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.45715, 54.24703)"
Great Whernside,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/great-whernside,"c(-2.00633, 54.17188)"
Green How,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.246415, 54.44812)"
Greenhill,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.700225, 55.58776)"
Grey Mares Tail,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.32182, 55.41957)"
Grey Scars,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.41602, 54.141255)"
Gyrn Moelfre,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.20795, 52.85125)"
Haig,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=HGP,"c(-3.599365, 54.549675)"
Hambledon,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-2.22205, 50.914615)"
Haresfield,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.avonhgpg.co.uk/sites/sites.php,"c(-2.25599, 51.7793)"
Harting,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,http://skysurfingclub.co.uk/sites-guide/,"c(-0.87007, 50.95948)"
Haughmond Hill,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-2.687735, 52.719635)"
Hawkswick,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.05297, 54.12898)"
Hay Bluff,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,https://www.flysouthwales.co.uk/site-guides,"c(-3.103875, 52.02262)"
Heol Senni,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.58188, 51.8892)"
Herne Bay,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://www.dfhgc.org/sites/herne-bay,"c(1.175235, 51.375045)"
Heron Pike,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.99615, 54.46479)"
High And Over,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://www.shgc.org.uk/highandover,"c(0.14232, 50.79118)"
High Cap,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.526485, 54.70132)"
High Street,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.862045, 54.493725)"
High Wheeldon,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,NA,"c(-1.850865, 53.190085)"
Rhossili,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-4.2844218, 51.5746054)"
Hill Farm,East,https://t.me/joinchat/1oNELt0BqesxNjJk,NA,"c(0.81357, 52.69155)"
Hill Of Noth,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-2.816895, 57.35942)"
Hogden Law,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.07423, 55.407675)"
Horden,North East,https://t.me/joinchat/1uCqybLRETIyNTRk,NA,"c(-1.29924, 54.76379)"
Hordon,North East,https://t.me/joinchat/1uCqybLRETIyNTRk,NA,"c(-1.311755, 54.791255)"
Hownam,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.329, 55.48852)"
Huish,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,NA,"c(-1.78157, 51.37337)"
Humbleton Hill,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.05217, 55.54903)"
Ill Bell,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.944195, 54.494695)"
Ingleborough,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.38332, 54.17053)"
Jenkin,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=JKH,"c(-3.120965, 54.63073)"
Johnny Barnes,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.55285, 54.231355)"
Kerloch,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-2.503035, 56.98236)"
Kettle Sings,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.joomla.malvern-hang.org.uk/index.php/pinnacle-meniu,"c(-2.33928, 52.0769)"
Kilnsey,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/kilnsey,"c(-2.04653, 54.1057)"
Kimmeridge,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-2.104835, 50.61489)"
King Tor,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,https://sdhgpc.org.uk/sites/king-tor,"c(-3.823875, 50.619725)"
Kings Seat,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.24962, 56.481015)"
Kintail,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-5.40846, 57.222515)"
Knitson,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-1.99473, 50.62963)"
Knock Hill,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-2.77698, 57.58362)"
Knock Of Formal,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.2127, 56.67662)"
Langdales,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=GLG,"c(-3.104655, 54.4554)"
Langholm,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.01533, 55.19375)"
Latrigg,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=LTR,"c(-3.1208, 54.6126)"
Lawley,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-2.73953, 52.58052)"
Leavesleys Hill,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-3.03457, 52.50114)"
Leckhampton,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.joomla.malvern-hang.org.uk/index.php/leckhampton,"c(-2.06652, 51.86505)"
Liddington,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,https://www.tvhgc.co.uk/liddington,"c(-1.70132, 51.51725)"
Little London,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-3.41212, 52.48875)"
Little Mell Fell,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.890945, 54.606925)"
Little Wyvis,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.63332, 57.64492)"
Llanbedr,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.122905, 51.90815)"
Llandewi Brefi,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-3.971565, 52.16727)"
Llandinam,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-3.42457, 52.471895)"
Llangollen,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.13631, 52.95615)"
Llangorse,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.2232, 51.93855)"
Llantysilio,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.26452, 52.99828)"
Loadpot Hill,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.84407, 54.55643)"
Lobden,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.15541, 53.661275)"
Loch Torridon,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-5.595895, 57.56567)"
Lochcraig Head,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,http://www.wingbeat-paragliding.co.uk/index.php/sites/lochcraig-head,"c(-3.3145, 55.452)"
Lochindorb,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-3.69412, 57.40333)"
Lochlyock Hill,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.69897, 55.58799)"
Long Knoll,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.avonhgpg.co.uk/sites/sites.php,"c(-2.2909, 51.13749)"
Long Mountain,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-3.0631, 52.67568)"
Long Mynd,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,http://www.longmynd.org/?page_id=284,"c(-2.88137, 52.52245)"
Long Mynd Black Knoll,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-2.8957, 52.494585)"
Longridge,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.penninesoaringclub.org.uk/sites/longridge/,"c(-2.54372, 53.85948)"
Longstone Edge,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,NA,"c(-1.695635, 53.25455)"
Lords Seat / Rushup,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,https://derbyshiresoaringclub.org.uk/site-guide/lords-seat,"c(-1.8266357, 53.3476582)"
Lowther,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.75755, 55.37818)"
Lumsden Law,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.43517, 55.34366)"
Magic,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.14114, 51.888485)"
Maiden Castle,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-2.468465, 50.6968)"
Mallerstang,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.30946, 54.420285)"
Malvern,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,NA,"c(-2.33935, 52.07678)"
Mam Tor,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,https://derbyshiresoaringclub.org.uk/site-guide/mam-tor-nw,"c(-1.80867, 53.34995)"
Marske,North East,https://t.me/joinchat/1uCqybLRETIyNTRk,NA,"c(-1.011055, 54.595635)"
Mauld,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.66152, 57.40223)"
Meall A Bhuachaille,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-3.67267, 57.18303)"
Meall A Bhuiridh,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.84418, 56.61175)"
Meall A Chaorainn,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-5.090165, 56.739475)"
Meall An T-Seallaidh,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.34837, 56.36672)"
Meall Bhanbhaid,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-5.091255, 56.863775)"
Meall Donn,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.36915, 57.25252)"
Meall Leacachain,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.9743, 57.75313)"
Meall Monachyle,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.48517, 56.34988)"
Meall Nan Bradan Leathan,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.51005, 57.70198)"
Melmerby Low Scar,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.57178, 54.73657)"
Mendips,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,NA,"c(-2.73075, 51.26302)"
Menstrie,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.84355, 56.15962)"
Mercury,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,http://skysurfingclub.co.uk/sites-guide/,"c(-1.03855, 50.97413)"
Mere,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.avonhgpg.co.uk/sites/sites.php,"c(-2.272205, 51.10858)"
Merthyr,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.33597, 51.72333)"
Mid Eildon,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.70832, 55.58695)"
Middle Of Nowhere,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.318965, 56.911)"
Middleark,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.3607, 54.39815)"
Milk Hill White Horse,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,https://www.tvhgc.co.uk/milk-hill-white-horse,"c(-1.85684, 51.37282)"
Milk Massif,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,https://www.tvhgc.co.uk/milk-hill,"c(-1.7441, 51.37321)"
Model Ridge,North East,https://t.me/joinchat/1uCqybLRETIyNTRk,NA,"c(-1.1927, 54.42238)"
Moel Accre,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.24137, 53.0672)"
Moel Berfedd,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,https://www.snowdoniaskysports.co.uk/cms/node/10,"c(-4.0101, 53.08238)"
Moel Eilio,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,https://www.snowdoniaskysports.co.uk/cms/node/5,"c(-4.14007, 53.10893)"
Moel Famau,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.25977, 53.13865)"
Molls Cleuch Dod,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.35529, 55.445425)"
Moneylaws,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.205535, 55.60686)"
Monksdown,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/SiteGuide/MonksDown.pdf,"c(-2.087075, 50.98638)"
Moorfoots,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.04622, 55.77353)"
Morrone,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-3.42837, 56.98075)"
Moruisg,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-5.16415, 57.51735)"
Morven,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-2.99882, 57.12432)"
Mount Benger,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,http://www.wingbeat-paragliding.co.uk/index.php/sites/mountbenger,"c(-3.09345, 55.53187)"
Mount Caburn,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://shgc.org.uk/siteguidepdf,"c(0.050325, 50.86133)"
Much Marcle,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.joomla.malvern-hang.org.uk/index.php/main-much-marcle,"c(-2.53972, 51.99117)"
Murton Pike,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=MTP,"c(-2.41442, 54.60163)"
Mynydd Llysiau,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.158625, 51.9469)"
Mynydd Meio,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.280885, 51.586525)"
Myreton,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.84343, 56.16015)"
Na Cnapanan,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-4.5118, 56.96742)"
Nant,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-4.459285, 52.96924)"
Nant Y Moel,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.52589, 51.632525)"
Near Abington,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.67649, 55.486375)"
Nevis Range,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.97152, 56.84188)"
Newburgh,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-3.19452, 56.35788)"
Newgale,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-5.112865, 51.83807)"
Newhaven,South East,https://t.me/joinchat/GOaWSlE5YAswZjc0,https://shgc.org.uk/siteguidepdf,"c(0.04792, 50.782)"
Nont Sarahs,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.penninesoaringclub.org.uk/sites/nont-sarahs/,"c(-1.97303, 53.61865)"
North Luffenham,East,https://t.me/joinchat/1oNELt0BqesxNjJk,NA,"c(-0.60998, 52.63035)"
Nr Broughton,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.39281, 55.61485)"
Nr Dolgarrog,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.87424, 53.17441)"
Old Bewick,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-1.87987, 55.48752)"
Pandy,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-2.99456, 51.90795)"
Pandy Ridge,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.00817, 51.93762)"
Panorama,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.13775, 52.98267)"
Parlick,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.penninesoaringclub.org.uk/sites/parlick/,"c(-2.61796, 53.89987)"
Parracombe,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-3.87586, 51.17836)"
Pen Dinas,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-4.089325, 52.39909)"
Pen Y Fan,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.44538, 51.88303)"
Pendle,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,http://www.penninesoaringclub.org.uk/sites/pendle/,"c(-2.33822, 53.857325)"
Penmaen Bach,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.87592, 53.28425)"
Penycloddiau,North Wales,https://t.me/joinchat/tP6m0r9gNJJmOTM8,NA,"c(-3.30875, 53.2048)"
Penyghent,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,NA,"c(-2.250465, 54.159015)"
Pinnacle Hill,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,NA,"c(-2.33912, 52.07676)"
Pontlottyn,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.281915, 51.738675)"
Pressendye,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-2.84776, 57.167715)"
Primrose Valley,North East,https://t.me/joinchat/1uCqybLRETIyNTRk,https://cayleyparagliding.co.uk/paragliding-primrose-valley/,"c(-0.2823, 54.19188)"
Quinag,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-5.023595, 58.19839)"
Quiraing,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-6.28901, 57.6291)"
Radar Masts,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.574685, 54.7572)"
Rebecca,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,http://www.cumbriasoaringclub.co.uk/SiteManagement/CSC_Specific_Site.php?site=RBA,"c(-3.182425, 54.19645)"
Red Pike,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.29862, 54.52747)"
Red Screes,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-2.93378, 54.46935)"
Reighton,North East,https://t.me/joinchat/1uCqybLRETIyNTRk,https://cayleyparagliding.co.uk/paragliding-reighton/,"c(-0.24596, 54.16498)"
Rhiw Wen,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.848115, 51.855975)"
Ringstead,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.wessexhgpg.org.uk/Sites/Siteguide/FullSiteGuide.pdf,"c(-2.34191, 50.640175)"
Roaches,Central,https://t.me/joinchat/5iHr6hnc-gI4MDg0,NA,"c(-2.003125, 53.169285)"
Robinson,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.23605, 54.53732)"
Roel Gate,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,NA,"c(-1.924425, 51.91705)"
Rough Knowe,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-2.99485, 55.52201)"
Rutland Airsports,East,https://t.me/joinchat/1oNELt0BqesxNjJk,https://rutlandairsport.wordpress.com/site-guide/,"c(-0.605775, 52.630445)"
Rybury,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,https://www.tvhgc.co.uk/rybury,"c(-1.88167, 51.37278)"
Saddle Yoke,Borders,https://t.me/joinchat/gQNkjnuA51IwOTg0,NA,"c(-3.34808, 55.38602)"
Sandymouth,South West,https://t.me/joinchat/yg6UPwjHlFNhOGVk,NA,"c(-4.55508, 50.85997)"
Sarn,Mid Wales & Mynd,https://t.me/joinchat/RuC0kVJ1ygY2OTY8,NA,"c(-3.14252, 52.50295)"
Scales Fell,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.02565, 54.63858)"
Schiehallion,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.07636, 56.666075)"
Seat Sandal,Lakes,https://t.me/joinchat/nexjPNs95rY4Yzk8,NA,"c(-3.03585, 54.49046)"
Selsley,West,https://t.me/joinchat/xxEzm4aeX6dhNTJk,http://www.avonhgpg.co.uk/sites/sites.php,"c(-2.25043, 51.72742)"
Semer Water,Pennines & Dales,https://t.me/joinchat/NcCY7NcPJ3lkMTZk,https://www.dhpc.org.uk/site-guide/semer-water,"c(-2.13954, 54.28856)"
Seven Sisters,South Wales,https://t.me/joinchat/ksosguoLjyI0ZGFk,NA,"c(-3.70062, 51.7471)"
Sgor Gaoithe,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-3.53576, 57.27755)"
Sgurr An Airgid,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-5.39644, 57.237705)"
Sgurr An Fhuarail,Highlands,https://t.me/joinchat/gx0JDL-JdONiMGZk,NA,"c(-5.201, 57.16208)"
Sgurr Finniosgaig,South Scotland & Grampian,https://t.me/joinchat/WLIel5HDs6ViOThk,NA,"c(-4.971065, 56.842225)"
